YearStart,LocationAbbr,LocationDesc,Stratification1,StratificationCategoryId1
2021,FL,Florida,Total,OVR
2018,VI,Virgin Islands,Total,OVR
2017,VI,Virgin Islands,Total,OVR
2018,AL,Alabama,Total,OVR
2016,AL,Alabama,Total,OVR
2020,AL,Alabama,Total,OVR
2017,AL,Alabama,Total,OVR
2011,AL,Alabama,Total,OVR
2019,AL,Alabama,Total,OVR
2012,AL,Alabama,Total,OVR
2015,AL,Alabama,Total,OVR
2022,AL,Alabama,Total,OVR
2013,AL,Alabama,Total,OVR
2014,AL,Alabama,Total,OVR
2021,AL,Alabama,Total,OVR
2016,AK,Alaska,Total,OVR
2018,AK,Alaska,Total,OVR
2020,AK,Alaska,Total,OVR
2015,AK,Alaska,Total,OVR
2017,AK,Alaska,Total,OVR
2019,AK,Alaska,Total,OVR
2013,AK,Alaska,Total,OVR
2014,AK,Alaska,Total,OVR
2012,AK,Alaska,Total,OVR
2011,AK,Alaska,Total,OVR
2021,AK,Alaska,Total,OVR
2022,AK,Alaska,Total,OVR
2018,AZ,Arizona,Total,OVR
2016,AZ,Arizona,Total,OVR
2020,AZ,Arizona,Total,OVR
2017,AZ,Arizona,Total,OVR
2014,AZ,Arizona,Total,OVR
2015,AZ,Arizona,Total,OVR
2019,AZ,Arizona,Total,OVR
2013,AZ,Arizona,Total,OVR
2011,AZ,Arizona,Total,OVR
2012,AZ,Arizona,Total,OVR
2021,AZ,Arizona,Total,OVR
2022,AZ,Arizona,Total,OVR
2018,AR,Arkansas,Total,OVR
2020,AR,Arkansas,Total,OVR
2014,AR,Arkansas,Total,OVR
2017,AR,Arkansas,Total,OVR
2012,AR,Arkansas,Total,OVR
2019,AR,Arkansas,Total,OVR
2015,AR,Arkansas,Total,OVR
2011,AR,Arkansas,Total,OVR
2013,AR,Arkansas,Total,OVR
2016,AR,Arkansas,Total,OVR
2021,AR,Arkansas,Total,OVR
2022,AR,Arkansas,Total,OVR
2018,CA,California,Total,OVR
2020,CA,California,Total,OVR
2015,CA,California,Total,OVR
2017,CA,California,Total,OVR
2014,CA,California,Total,OVR
2019,CA,California,Total,OVR
2012,CA,California,Total,OVR
2013,CA,California,Total,OVR
2011,CA,California,Total,OVR
2016,CA,California,Total,OVR
2021,CA,California,Total,OVR
2022,CA,California,Total,OVR
2018,CO,Colorado,Total,OVR
2020,CO,Colorado,Total,OVR
2017,CO,Colorado,Total,OVR
2019,CO,Colorado,Total,OVR
2012,CO,Colorado,Total,OVR
2014,CO,Colorado,Total,OVR
2013,CO,Colorado,Total,OVR
2015,CO,Colorado,Total,OVR
2011,CO,Colorado,Total,OVR
2016,CO,Colorado,Total,OVR
2021,CO,Colorado,Total,OVR
2022,CO,Colorado,Total,OVR
2018,CT,Connecticut,Total,OVR
2020,CT,Connecticut,Total,OVR
2017,CT,Connecticut,Total,OVR
2019,CT,Connecticut,Total,OVR
2014,CT,Connecticut,Total,OVR
2011,CT,Connecticut,Total,OVR
2015,CT,Connecticut,Total,OVR
2013,CT,Connecticut,Total,OVR
2022,CT,Connecticut,Total,OVR
2012,CT,Connecticut,Total,OVR
2016,CT,Connecticut,Total,OVR
2021,CT,Connecticut,Total,OVR
2018,DE,Delaware,Total,OVR
2020,DE,Delaware,Total,OVR
2017,DE,Delaware,Total,OVR
2013,DE,Delaware,Total,OVR
2015,DE,Delaware,Total,OVR
2011,DE,Delaware,Total,OVR
2012,DE,Delaware,Total,OVR
2019,DE,Delaware,Total,OVR
2014,DE,Delaware,Total,OVR
2016,DE,Delaware,Total,OVR
2021,DE,Delaware,Total,OVR
2022,DE,Delaware,Total,OVR
2018,DC,District of Columbia,Total,OVR
2020,DC,District of Columbia,Total,OVR
2014,DC,District of Columbia,Total,OVR
2017,DC,District of Columbia,Total,OVR
2011,DC,District of Columbia,Total,OVR
2019,DC,District of Columbia,Total,OVR
2015,DC,District of Columbia,Total,OVR
2013,DC,District of Columbia,Total,OVR
2012,DC,District of Columbia,Total,OVR
2016,DC,District of Columbia,Total,OVR
2021,DC,District of Columbia,Total,OVR
2022,DC,District of Columbia,Total,OVR
2018,FL,Florida,Total,OVR
2020,FL,Florida,Total,OVR
2017,FL,Florida,Total,OVR
2015,FL,Florida,Total,OVR
2014,FL,Florida,Total,OVR
2019,FL,Florida,Total,OVR
2013,FL,Florida,Total,OVR
2011,FL,Florida,Total,OVR
2012,FL,Florida,Total,OVR
2016,FL,Florida,Total,OVR
2022,FL,Florida,Total,OVR
2018,GA,Georgia,Total,OVR
2020,GA,Georgia,Total,OVR
2017,GA,Georgia,Total,OVR
2014,GA,Georgia,Total,OVR
2015,GA,Georgia,Total,OVR
2012,GA,Georgia,Total,OVR
2019,GA,Georgia,Total,OVR
2011,GA,Georgia,Total,OVR
2013,GA,Georgia,Total,OVR
2016,GA,Georgia,Total,OVR
2021,GA,Georgia,Total,OVR
2022,GA,Georgia,Total,OVR
2018,GU,Guam,Total,OVR
2014,GU,Guam,Total,OVR
2015,GU,Guam,Total,OVR
2020,GU,Guam,Total,OVR
2017,GU,Guam,Total,OVR
2019,GU,Guam,Total,OVR
2016,GU,Guam,Total,OVR
2021,GU,Guam,Total,OVR
2022,GU,Guam,Total,OVR
2018,HI,Hawaii,Total,OVR
2020,HI,Hawaii,Total,OVR
2017,HI,Hawaii,Total,OVR
2011,HI,Hawaii,Total,OVR
2012,HI,Hawaii,Total,OVR
2019,HI,Hawaii,Total,OVR
2014,HI,Hawaii,Total,OVR
2013,HI,Hawaii,Total,OVR
2015,HI,Hawaii,Total,OVR
2016,HI,Hawaii,Total,OVR
2021,HI,Hawaii,Total,OVR
2022,HI,Hawaii,Total,OVR
2018,ID,Idaho,Total,OVR
2020,ID,Idaho,Total,OVR
2011,ID,Idaho,Total,OVR
2017,ID,Idaho,Total,OVR
2015,ID,Idaho,Total,OVR
2013,ID,Idaho,Total,OVR
2019,ID,Idaho,Total,OVR
2012,ID,Idaho,Total,OVR
2014,ID,Idaho,Total,OVR
2016,ID,Idaho,Total,OVR
2021,ID,Idaho,Total,OVR
2022,ID,Idaho,Total,OVR
2018,IL,Illinois,Total,OVR
2020,IL,Illinois,Total,OVR
2011,IL,Illinois,Total,OVR
2017,IL,Illinois,Total,OVR
2019,IL,Illinois,Total,OVR
2013,IL,Illinois,Total,OVR
2012,IL,Illinois,Total,OVR
2015,IL,Illinois,Total,OVR
2014,IL,Illinois,Total,OVR
2016,IL,Illinois,Total,OVR
2021,IL,Illinois,Total,OVR
2022,IL,Illinois,Total,OVR
2018,IN,Indiana,Total,OVR
2020,IN,Indiana,Total,OVR
2017,IN,Indiana,Total,OVR
2013,IN,Indiana,Total,OVR
2014,IN,Indiana,Total,OVR
2019,IN,Indiana,Total,OVR
2012,IN,Indiana,Total,OVR
2015,IN,Indiana,Total,OVR
2011,IN,Indiana,Total,OVR
2016,IN,Indiana,Total,OVR
2021,IN,Indiana,Total,OVR
2022,IN,Indiana,Total,OVR
2018,IA,Iowa,Total,OVR
2020,IA,Iowa,Total,OVR
2017,IA,Iowa,Total,OVR
2012,IA,Iowa,Total,OVR
2013,IA,Iowa,Total,OVR
2019,IA,Iowa,Total,OVR
2011,IA,Iowa,Total,OVR
2014,IA,Iowa,Total,OVR
2015,IA,Iowa,Total,OVR
2016,IA,Iowa,Total,OVR
2021,IA,Iowa,Total,OVR
2022,IA,Iowa,Total,OVR
2018,KS,Kansas,Total,OVR
2016,KS,Kansas,Total,OVR
2020,KS,Kansas,Total,OVR
2017,KS,Kansas,Total,OVR
2015,KS,Kansas,Total,OVR
2019,KS,Kansas,Total,OVR
2014,KS,Kansas,Total,OVR
2011,KS,Kansas,Total,OVR
2013,KS,Kansas,Total,OVR
2012,KS,Kansas,Total,OVR
2021,KS,Kansas,Total,OVR
2022,KS,Kansas,Total,OVR
2018,KY,Kentucky,Total,OVR
2020,KY,Kentucky,Total,OVR
2014,KY,Kentucky,Total,OVR
2012,KY,Kentucky,Total,OVR
2017,KY,Kentucky,Total,OVR
2013,KY,Kentucky,Total,OVR
2015,KY,Kentucky,Total,OVR
2019,KY,Kentucky,Total,OVR
2011,KY,Kentucky,Total,OVR
2016,KY,Kentucky,Total,OVR
2021,KY,Kentucky,Total,OVR
2022,KY,Kentucky,Total,OVR
2018,LA,Louisiana,Total,OVR
2020,LA,Louisiana,Total,OVR
2017,LA,Louisiana,Total,OVR
2013,LA,Louisiana,Total,OVR
2012,LA,Louisiana,Total,OVR
2019,LA,Louisiana,Total,OVR
2015,LA,Louisiana,Total,OVR
2011,LA,Louisiana,Total,OVR
2014,LA,Louisiana,Total,OVR
2016,LA,Louisiana,Total,OVR
2021,LA,Louisiana,Total,OVR
2022,LA,Louisiana,Total,OVR
2020,ME,Maine,Total,OVR
2018,ME,Maine,Total,OVR
2017,ME,Maine,Total,OVR
2015,ME,Maine,Total,OVR
2012,ME,Maine,Total,OVR
2019,ME,Maine,Total,OVR
2013,ME,Maine,Total,OVR
2014,ME,Maine,Total,OVR
2011,ME,Maine,Total,OVR
2016,ME,Maine,Total,OVR
2021,ME,Maine,Total,OVR
2022,ME,Maine,Total,OVR
2018,MD,Maryland,Total,OVR
2020,MD,Maryland,Total,OVR
2017,MD,Maryland,Total,OVR
2012,MD,Maryland,Total,OVR
2014,MD,Maryland,Total,OVR
2019,MD,Maryland,Total,OVR
2011,MD,Maryland,Total,OVR
2013,MD,Maryland,Total,OVR
2015,MD,Maryland,Total,OVR
2016,MD,Maryland,Total,OVR
2021,MD,Maryland,Total,OVR
2022,MD,Maryland,Total,OVR
2018,MA,Massachusetts,Total,OVR
2020,MA,Massachusetts,Total,OVR
2017,MA,Massachusetts,Total,OVR
2013,MA,Massachusetts,Total,OVR
2011,MA,Massachusetts,Total,OVR
2012,MA,Massachusetts,Total,OVR
2019,MA,Massachusetts,Total,OVR
2014,MA,Massachusetts,Total,OVR
2015,MA,Massachusetts,Total,OVR
2016,MA,Massachusetts,Total,OVR
2021,MA,Massachusetts,Total,OVR
2022,MA,Massachusetts,Total,OVR
2018,MI,Michigan,Total,OVR
2020,MI,Michigan,Total,OVR
2014,MI,Michigan,Total,OVR
2017,MI,Michigan,Total,OVR
2019,MI,Michigan,Total,OVR
2012,MI,Michigan,Total,OVR
2015,MI,Michigan,Total,OVR
2013,MI,Michigan,Total,OVR
2011,MI,Michigan,Total,OVR
2016,MI,Michigan,Total,OVR
2021,MI,Michigan,Total,OVR
2022,MI,Michigan,Total,OVR
2018,MN,Minnesota,Total,OVR
2020,MN,Minnesota,Total,OVR
2011,MN,Minnesota,Total,OVR
2013,MN,Minnesota,Total,OVR
2017,MN,Minnesota,Total,OVR
2019,MN,Minnesota,Total,OVR
2014,MN,Minnesota,Total,OVR
2015,MN,Minnesota,Total,OVR
2012,MN,Minnesota,Total,OVR
2016,MN,Minnesota,Total,OVR
2021,MN,Minnesota,Total,OVR
2022,MN,Minnesota,Total,OVR
2018,MS,Mississippi,Total,OVR
2020,MS,Mississippi,Total,OVR
2017,MS,Mississippi,Total,OVR
2014,MS,Mississippi,Total,OVR
2015,MS,Mississippi,Total,OVR
2019,MS,Mississippi,Total,OVR
2011,MS,Mississippi,Total,OVR
2012,MS,Mississippi,Total,OVR
2013,MS,Mississippi,Total,OVR
2016,MS,Mississippi,Total,OVR
2021,MS,Mississippi,Total,OVR
2022,MS,Mississippi,Total,OVR
2018,MO,Missouri,Total,OVR
2020,MO,Missouri,Total,OVR
2015,MO,Missouri,Total,OVR
2017,MO,Missouri,Total,OVR
2011,MO,Missouri,Total,OVR
2019,MO,Missouri,Total,OVR
2012,MO,Missouri,Total,OVR
2013,MO,Missouri,Total,OVR
2014,MO,Missouri,Total,OVR
2016,MO,Missouri,Total,OVR
2021,MO,Missouri,Total,OVR
2022,MO,Missouri,Total,OVR
2016,MT,Montana,Total,OVR
2018,MT,Montana,Total,OVR
2020,MT,Montana,Total,OVR
2011,MT,Montana,Total,OVR
2012,MT,Montana,Total,OVR
2017,MT,Montana,Total,OVR
2019,MT,Montana,Total,OVR
2013,MT,Montana,Total,OVR
2014,MT,Montana,Total,OVR
2015,MT,Montana,Total,OVR
2021,MT,Montana,Total,OVR
2022,MT,Montana,Total,OVR
2012,US,National,Total,OVR
2015,US,National,Total,OVR
2018,US,National,Total,OVR
2014,US,National,Total,OVR
2022,US,National,Total,OVR
2020,US,National,Total,OVR
2017,US,National,Total,OVR
2011,US,National,Total,OVR
2013,US,National,Total,OVR
2019,US,National,Total,OVR
2016,US,National,Total,OVR
2021,US,National,Total,OVR
2018,NE,Nebraska,Total,OVR
2020,NE,Nebraska,Total,OVR
2011,NE,Nebraska,Total,OVR
2012,NE,Nebraska,Total,OVR
2017,NE,Nebraska,Total,OVR
2019,NE,Nebraska,Total,OVR
2013,NE,Nebraska,Total,OVR
2015,NE,Nebraska,Total,OVR
2014,NE,Nebraska,Total,OVR
2016,NE,Nebraska,Total,OVR
2021,NE,Nebraska,Total,OVR
2022,NE,Nebraska,Total,OVR
2016,NV,Nevada,Total,OVR
2018,NV,Nevada,Total,OVR
2020,NV,Nevada,Total,OVR
2017,NV,Nevada,Total,OVR
2015,NV,Nevada,Total,OVR
2011,NV,Nevada,Total,OVR
2019,NV,Nevada,Total,OVR
2012,NV,Nevada,Total,OVR
2014,NV,Nevada,Total,OVR
2013,NV,Nevada,Total,OVR
2021,NV,Nevada,Total,OVR
2022,NV,Nevada,Total,OVR
2018,NH,New Hampshire,Total,OVR
2020,NH,New Hampshire,Total,OVR
2017,NH,New Hampshire,Total,OVR
2012,NH,New Hampshire,Total,OVR
2019,NH,New Hampshire,Total,OVR
2015,NH,New Hampshire,Total,OVR
2014,NH,New Hampshire,Total,OVR
2011,NH,New Hampshire,Total,OVR
2013,NH,New Hampshire,Total,OVR
2016,NH,New Hampshire,Total,OVR
2021,NH,New Hampshire,Total,OVR
2022,NH,New Hampshire,Total,OVR
2018,NJ,New Jersey,Total,OVR
2020,NJ,New Jersey,Total,OVR
2012,NJ,New Jersey,Total,OVR
2017,NJ,New Jersey,Total,OVR
2013,NJ,New Jersey,Total,OVR
2014,NJ,New Jersey,Total,OVR
2015,NJ,New Jersey,Total,OVR
2011,NJ,New Jersey,Total,OVR
2016,NJ,New Jersey,Total,OVR
2021,NJ,New Jersey,Total,OVR
2022,NJ,New Jersey,Total,OVR
2018,NM,New Mexico,Total,OVR
2016,NM,New Mexico,Total,OVR
2020,NM,New Mexico,Total,OVR
2014,NM,New Mexico,Total,OVR
2013,NM,New Mexico,Total,OVR
2015,NM,New Mexico,Total,OVR
2017,NM,New Mexico,Total,OVR
2019,NM,New Mexico,Total,OVR
2012,NM,New Mexico,Total,OVR
2011,NM,New Mexico,Total,OVR
2021,NM,New Mexico,Total,OVR
2022,NM,New Mexico,Total,OVR
2018,NY,New York,Total,OVR
2016,NY,New York,Total,OVR
2020,NY,New York,Total,OVR
2017,NY,New York,Total,OVR
2015,NY,New York,Total,OVR
2013,NY,New York,Total,OVR
2019,NY,New York,Total,OVR
2012,NY,New York,Total,OVR
2014,NY,New York,Total,OVR
2011,NY,New York,Total,OVR
2021,NY,New York,Total,OVR
2022,NY,New York,Total,OVR
2018,NC,North Carolina,Total,OVR
2020,NC,North Carolina,Total,OVR
2017,NC,North Carolina,Total,OVR
2015,NC,North Carolina,Total,OVR
2019,NC,North Carolina,Total,OVR
2012,NC,North Carolina,Total,OVR
2013,NC,North Carolina,Total,OVR
2014,NC,North Carolina,Total,OVR
2011,NC,North Carolina,Total,OVR
2016,NC,North Carolina,Total,OVR
2021,NC,North Carolina,Total,OVR
2022,NC,North Carolina,Total,OVR
2018,ND,North Dakota,Total,OVR
2020,ND,North Dakota,Total,OVR
2013,ND,North Dakota,Total,OVR
2015,ND,North Dakota,Total,OVR
2011,ND,North Dakota,Total,OVR
2017,ND,North Dakota,Total,OVR
2019,ND,North Dakota,Total,OVR
2014,ND,North Dakota,Total,OVR
2012,ND,North Dakota,Total,OVR
2016,ND,North Dakota,Total,OVR
2021,ND,North Dakota,Total,OVR
2022,ND,North Dakota,Total,OVR
2018,OH,Ohio,Total,OVR
2020,OH,Ohio,Total,OVR
2011,OH,Ohio,Total,OVR
2017,OH,Ohio,Total,OVR
2019,OH,Ohio,Total,OVR
2014,OH,Ohio,Total,OVR
2013,OH,Ohio,Total,OVR
2015,OH,Ohio,Total,OVR
2012,OH,Ohio,Total,OVR
2016,OH,Ohio,Total,OVR
2021,OH,Ohio,Total,OVR
2022,OH,Ohio,Total,OVR
2018,OK,Oklahoma,Total,OVR
2020,OK,Oklahoma,Total,OVR
2017,OK,Oklahoma,Total,OVR
2015,OK,Oklahoma,Total,OVR
2014,OK,Oklahoma,Total,OVR
2013,OK,Oklahoma,Total,OVR
2019,OK,Oklahoma,Total,OVR
2012,OK,Oklahoma,Total,OVR
2011,OK,Oklahoma,Total,OVR
2016,OK,Oklahoma,Total,OVR
2021,OK,Oklahoma,Total,OVR
2022,OK,Oklahoma,Total,OVR
2018,OR,Oregon,Total,OVR
2020,OR,Oregon,Total,OVR
2014,OR,Oregon,Total,OVR
2017,OR,Oregon,Total,OVR
2019,OR,Oregon,Total,OVR
2015,OR,Oregon,Total,OVR
2012,OR,Oregon,Total,OVR
2011,OR,Oregon,Total,OVR
2013,OR,Oregon,Total,OVR
2016,OR,Oregon,Total,OVR
2021,OR,Oregon,Total,OVR
2022,OR,Oregon,Total,OVR
2018,PA,Pennsylvania,Total,OVR
2020,PA,Pennsylvania,Total,OVR
2017,PA,Pennsylvania,Total,OVR
2019,PA,Pennsylvania,Total,OVR
2011,PA,Pennsylvania,Total,OVR
2012,PA,Pennsylvania,Total,OVR
2015,PA,Pennsylvania,Total,OVR
2014,PA,Pennsylvania,Total,OVR
2013,PA,Pennsylvania,Total,OVR
2016,PA,Pennsylvania,Total,OVR
2021,PA,Pennsylvania,Total,OVR
2022,PA,Pennsylvania,Total,OVR
2014,PR,Puerto Rico,Total,OVR
2018,PR,Puerto Rico,Total,OVR
2013,PR,Puerto Rico,Total,OVR
2020,PR,Puerto Rico,Total,OVR
2015,PR,Puerto Rico,Total,OVR
2017,PR,Puerto Rico,Total,OVR
2019,PR,Puerto Rico,Total,OVR
2016,PR,Puerto Rico,Total,OVR
2021,PR,Puerto Rico,Total,OVR
2022,PR,Puerto Rico,Total,OVR
2018,RI,Rhode Island,Total,OVR
2020,RI,Rhode Island,Total,OVR
2017,RI,Rhode Island,Total,OVR
2012,RI,Rhode Island,Total,OVR
2019,RI,Rhode Island,Total,OVR
2013,RI,Rhode Island,Total,OVR
2014,RI,Rhode Island,Total,OVR
2011,RI,Rhode Island,Total,OVR
2015,RI,Rhode Island,Total,OVR
2016,RI,Rhode Island,Total,OVR
2021,RI,Rhode Island,Total,OVR
2022,RI,Rhode Island,Total,OVR
2018,SC,South Carolina,Total,OVR
2020,SC,South Carolina,Total,OVR
2017,SC,South Carolina,Total,OVR
2011,SC,South Carolina,Total,OVR
2015,SC,South Carolina,Total,OVR
2019,SC,South Carolina,Total,OVR
2012,SC,South Carolina,Total,OVR
2014,SC,South Carolina,Total,OVR
2013,SC,South Carolina,Total,OVR
2016,SC,South Carolina,Total,OVR
2021,SC,South Carolina,Total,OVR
2022,SC,South Carolina,Total,OVR
2018,SD,South Dakota,Total,OVR
2020,SD,South Dakota,Total,OVR
2014,SD,South Dakota,Total,OVR
2017,SD,South Dakota,Total,OVR
2019,SD,South Dakota,Total,OVR
2015,SD,South Dakota,Total,OVR
2013,SD,South Dakota,Total,OVR
2012,SD,South Dakota,Total,OVR
2011,SD,South Dakota,Total,OVR
2016,SD,South Dakota,Total,OVR
2021,SD,South Dakota,Total,OVR
2022,SD,South Dakota,Total,OVR
2018,TN,Tennessee,Total,OVR
2020,TN,Tennessee,Total,OVR
2017,TN,Tennessee,Total,OVR
2019,TN,Tennessee,Total,OVR
2011,TN,Tennessee,Total,OVR
2014,TN,Tennessee,Total,OVR
2013,TN,Tennessee,Total,OVR
2012,TN,Tennessee,Total,OVR
2015,TN,Tennessee,Total,OVR
2016,TN,Tennessee,Total,OVR
2021,TN,Tennessee,Total,OVR
2022,TN,Tennessee,Total,OVR
2016,TX,Texas,Total,OVR
2018,TX,Texas,Total,OVR
2020,TX,Texas,Total,OVR
2017,TX,Texas,Total,OVR
2015,TX,Texas,Total,OVR
2019,TX,Texas,Total,OVR
2012,TX,Texas,Total,OVR
2014,TX,Texas,Total,OVR
2011,TX,Texas,Total,OVR
2013,TX,Texas,Total,OVR
2021,TX,Texas,Total,OVR
2022,TX,Texas,Total,OVR
2018,UT,Utah,Total,OVR
2020,UT,Utah,Total,OVR
2017,UT,Utah,Total,OVR
2015,UT,Utah,Total,OVR
2014,UT,Utah,Total,OVR
2012,UT,Utah,Total,OVR
2019,UT,Utah,Total,OVR
2013,UT,Utah,Total,OVR
2011,UT,Utah,Total,OVR
2016,UT,Utah,Total,OVR
2021,UT,Utah,Total,OVR
2022,UT,Utah,Total,OVR
2018,VT,Vermont,Total,OVR
2020,VT,Vermont,Total,OVR
2017,VT,Vermont,Total,OVR
2019,VT,Vermont,Total,OVR
2012,VT,Vermont,Total,OVR
2015,VT,Vermont,Total,OVR
2014,VT,Vermont,Total,OVR
2011,VT,Vermont,Total,OVR
2013,VT,Vermont,Total,OVR
2016,VT,Vermont,Total,OVR
2021,VT,Vermont,Total,OVR
2022,VT,Vermont,Total,OVR
2016,VI,Virgin Islands,Total,OVR
2021,VI,Virgin Islands,Total,OVR
2022,VI,Virgin Islands,Total,OVR
2020,VA,Virginia,Total,OVR
2018,VA,Virginia,Total,OVR
2011,VA,Virginia,Total,OVR
2017,VA,Virginia,Total,OVR
2012,VA,Virginia,Total,OVR
2019,VA,Virginia,Total,OVR
2014,VA,Virginia,Total,OVR
2013,VA,Virginia,Total,OVR
2015,VA,Virginia,Total,OVR
2016,VA,Virginia,Total,OVR
2021,VA,Virginia,Total,OVR
2022,VA,Virginia,Total,OVR
2018,WA,Washington,Total,OVR
2020,WA,Washington,Total,OVR
2017,WA,Washington,Total,OVR
2013,WA,Washington,Total,OVR
2015,WA,Washington,Total,OVR
2019,WA,Washington,Total,OVR
2011,WA,Washington,Total,OVR
2014,WA,Washington,Total,OVR
2012,WA,Washington,Total,OVR
2016,WA,Washington,Total,OVR
2021,WA,Washington,Total,OVR
2022,WA,Washington,Total,OVR
2018,WV,West Virginia,Total,OVR
2020,WV,West Virginia,Total,OVR
2017,WV,West Virginia,Total,OVR
2011,WV,West Virginia,Total,OVR
2012,WV,West Virginia,Total,OVR
2019,WV,West Virginia,Total,OVR
2013,WV,West Virginia,Total,OVR
2014,WV,West Virginia,Total,OVR
2015,WV,West Virginia,Total,OVR
2016,WV,West Virginia,Total,OVR
2021,WV,West Virginia,Total,OVR
2022,WV,West Virginia,Total,OVR
2018,WI,Wisconsin,Total,OVR
2016,WI,Wisconsin,Total,OVR
2020,WI,Wisconsin,Total,OVR
2017,WI,Wisconsin,Total,OVR
2011,WI,Wisconsin,Total,OVR
2019,WI,Wisconsin,Total,OVR
2015,WI,Wisconsin,Total,OVR
2014,WI,Wisconsin,Total,OVR
2012,WI,Wisconsin,Total,OVR
2013,WI,Wisconsin,Total,OVR
2021,WI,Wisconsin,Total,OVR
2022,WI,Wisconsin,Total,OVR
2016,WY,Wyoming,Total,OVR
2018,WY,Wyoming,Total,OVR
2020,WY,Wyoming,Total,OVR
2017,WY,Wyoming,Total,OVR
2013,WY,Wyoming,Total,OVR
2014,WY,Wyoming,Total,OVR
2019,WY,Wyoming,Total,OVR
2011,WY,Wyoming,Total,OVR
2012,WY,Wyoming,Total,OVR
2015,WY,Wyoming,Total,OVR
2021,WY,Wyoming,Total,OVR
2022,WY,Wyoming,Total,OVR
2021,FL,Florida,35 - 44,AGEYR
2021,FL,Florida,65 or older,AGEYR
2021,FL,Florida,18 - 24,AGEYR
2021,FL,Florida,55 - 64,AGEYR
2021,FL,Florida,25 - 34,AGEYR
2021,FL,Florida,45 - 54,AGEYR
2018,VI,Virgin Islands,55 - 64,AGEYR
2018,VI,Virgin Islands,25 - 34,AGEYR
2018,VI,Virgin Islands,65 or older,AGEYR
2017,VI,Virgin Islands,55 - 64,AGEYR
2018,VI,Virgin Islands,18 - 24,AGEYR
2018,VI,Virgin Islands,35 - 44,AGEYR
2018,VI,Virgin Islands,45 - 54,AGEYR
2017,VI,Virgin Islands,18 - 24,AGEYR
2017,VI,Virgin Islands,35 - 44,AGEYR
2017,VI,Virgin Islands,45 - 54,AGEYR
2017,VI,Virgin Islands,65 or older,AGEYR
2017,VI,Virgin Islands,25 - 34,AGEYR
2016,AL,Alabama,55 - 64,AGEYR
2018,AL,Alabama,35 - 44,AGEYR
2018,AL,Alabama,25 - 34,AGEYR
2018,AL,Alabama,65 or older,AGEYR
2018,AL,Alabama,45 - 54,AGEYR
2018,AL,Alabama,18 - 24,AGEYR
2018,AL,Alabama,55 - 64,AGEYR
2020,AL,Alabama,35 - 44,AGEYR
2020,AL,Alabama,25 - 34,AGEYR
2020,AL,Alabama,65 or older,AGEYR
2020,AL,Alabama,45 - 54,AGEYR
2020,AL,Alabama,18 - 24,AGEYR
2020,AL,Alabama,55 - 64,AGEYR
2017,AL,Alabama,45 - 54,AGEYR
2017,AL,Alabama,55 - 64,AGEYR
2017,AL,Alabama,25 - 34,AGEYR
2017,AL,Alabama,65 or older,AGEYR
2017,AL,Alabama,35 - 44,AGEYR
2017,AL,Alabama,18 - 24,AGEYR
2015,AL,Alabama,65 or older,AGEYR
2011,AL,Alabama,55 - 64,AGEYR
2015,AL,Alabama,18 - 24,AGEYR
2014,AL,Alabama,45 - 54,AGEYR
2012,AL,Alabama,25 - 34,AGEYR
2015,AL,Alabama,45 - 54,AGEYR
2019,AL,Alabama,25 - 34,AGEYR
2013,AL,Alabama,25 - 34,AGEYR
2019,AL,Alabama,35 - 44,AGEYR
2019,AL,Alabama,65 or older,AGEYR
2011,AL,Alabama,45 - 54,AGEYR
2012,AL,Alabama,45 - 54,AGEYR
2015,AL,Alabama,25 - 34,AGEYR
2019,AL,Alabama,55 - 64,AGEYR
2019,AL,Alabama,18 - 24,AGEYR
2011,AL,Alabama,65 or older,AGEYR
2011,AL,Alabama,25 - 34,AGEYR
2019,AL,Alabama,45 - 54,AGEYR
2013,AL,Alabama,35 - 44,AGEYR
2013,AL,Alabama,65 or older,AGEYR
2011,AL,Alabama,18 - 24,AGEYR
2014,AL,Alabama,65 or older,AGEYR
2014,AL,Alabama,55 - 64,AGEYR
2012,AL,Alabama,35 - 44,AGEYR
2012,AL,Alabama,55 - 64,AGEYR
2015,AL,Alabama,55 - 64,AGEYR
2015,AL,Alabama,35 - 44,AGEYR
2013,AL,Alabama,55 - 64,AGEYR
2013,AL,Alabama,18 - 24,AGEYR
2014,AL,Alabama,35 - 44,AGEYR
2014,AL,Alabama,18 - 24,AGEYR
2011,AL,Alabama,35 - 44,AGEYR
2014,AL,Alabama,25 - 34,AGEYR
2012,AL,Alabama,18 - 24,AGEYR
2012,AL,Alabama,65 or older,AGEYR
2013,AL,Alabama,45 - 54,AGEYR
2016,AL,Alabama,65 or older,AGEYR
2016,AL,Alabama,35 - 44,AGEYR
2016,AL,Alabama,45 - 54,AGEYR
2016,AL,Alabama,25 - 34,AGEYR
2016,AL,Alabama,18 - 24,AGEYR
2021,AL,Alabama,55 - 64,AGEYR
2021,AL,Alabama,45 - 54,AGEYR
2021,AL,Alabama,18 - 24,AGEYR
2021,AL,Alabama,35 - 44,AGEYR
2021,AL,Alabama,65 or older,AGEYR
2021,AL,Alabama,25 - 34,AGEYR
2022,AL,Alabama,55 - 64,AGEYR
2022,AL,Alabama,18 - 24,AGEYR
2022,AL,Alabama,45 - 54,AGEYR
2022,AL,Alabama,25 - 34,AGEYR
