YearStart,LocationAbbr,LocationDesc,Stratification1,StratificationCategoryId1
2016,ME,Maine,Non-Hispanic Black,RACE
2016,ME,Maine,Asian,RACE
2021,ME,Maine,Non-Hispanic Black,RACE
2021,ME,Maine,Hawaiian/Pacific Islander,RACE
2021,ME,Maine,Asian,RACE
2022,ME,Maine,Hawaiian/Pacific Islander,RACE
2022,ME,Maine,Other,RACE
2022,ME,Maine,Asian,RACE
2018,MD,Maryland,Hawaiian/Pacific Islander,RACE
2020,MD,Maryland,Hawaiian/Pacific Islander,RACE
2017,MD,Maryland,Hawaiian/Pacific Islander,RACE
2014,MD,Maryland,Hawaiian/Pacific Islander,RACE
2011,MD,Maryland,Hawaiian/Pacific Islander,RACE
2019,MD,Maryland,Hawaiian/Pacific Islander,RACE
2013,MD,Maryland,Hawaiian/Pacific Islander,RACE
2011,MD,Maryland,American Indian/Alaska Native,RACE
2015,MD,Maryland,Hawaiian/Pacific Islander,RACE
2012,MD,Maryland,Hawaiian/Pacific Islander,RACE
2016,MD,Maryland,Hawaiian/Pacific Islander,RACE
2021,MD,Maryland,Hawaiian/Pacific Islander,RACE
2022,MD,Maryland,Other,RACE
2022,MD,Maryland,Hawaiian/Pacific Islander,RACE
2018,MA,Massachusetts,American Indian/Alaska Native,RACE
2018,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2020,MA,Massachusetts,American Indian/Alaska Native,RACE
2020,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2020,MA,Massachusetts,Other,RACE
2017,MA,Massachusetts,American Indian/Alaska Native,RACE
2017,MA,Massachusetts,Other,RACE
2014,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2012,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2017,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2019,MA,Massachusetts,Other,RACE
2019,MA,Massachusetts,American Indian/Alaska Native,RACE
2019,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2015,MA,Massachusetts,American Indian/Alaska Native,RACE
2011,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2013,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2015,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2016,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2016,MA,Massachusetts,American Indian/Alaska Native,RACE
2021,MA,Massachusetts,American Indian/Alaska Native,RACE
2021,MA,Massachusetts,Other,RACE
2021,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2022,MA,Massachusetts,Other,RACE
2022,MA,Massachusetts,American Indian/Alaska Native,RACE
2022,MA,Massachusetts,Hawaiian/Pacific Islander,RACE
2018,MI,Michigan,Hawaiian/Pacific Islander,RACE
2020,MI,Michigan,Hawaiian/Pacific Islander,RACE
2020,MI,Michigan,Other,RACE
2020,MI,Michigan,American Indian/Alaska Native,RACE
2017,MI,Michigan,Hawaiian/Pacific Islander,RACE
2017,MI,Michigan,Other,RACE
2013,MI,Michigan,Other,RACE
2011,MI,Michigan,Hawaiian/Pacific Islander,RACE
2014,MI,Michigan,Hawaiian/Pacific Islander,RACE
2014,MI,Michigan,Other,RACE
2012,MI,Michigan,Other,RACE
2019,MI,Michigan,Hawaiian/Pacific Islander,RACE
2015,MI,Michigan,Hawaiian/Pacific Islander,RACE
2011,MI,Michigan,Other,RACE
2012,MI,Michigan,Hawaiian/Pacific Islander,RACE
2013,MI,Michigan,Hawaiian/Pacific Islander,RACE
2016,MI,Michigan,Hawaiian/Pacific Islander,RACE
2016,MI,Michigan,Other,RACE
2021,MI,Michigan,Hawaiian/Pacific Islander,RACE
2022,MI,Michigan,Other,RACE
2022,MI,Michigan,Hawaiian/Pacific Islander,RACE
2018,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2018,MN,Minnesota,Other,RACE
2020,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2020,MN,Minnesota,Other,RACE
2017,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2014,MN,Minnesota,Other,RACE
2014,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2017,MN,Minnesota,Other,RACE
2013,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2011,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2019,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2012,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2015,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2015,MN,Minnesota,Other,RACE
2016,MN,Minnesota,Other,RACE
2016,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2021,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2021,MN,Minnesota,Other,RACE
2022,MN,Minnesota,Hawaiian/Pacific Islander,RACE
2022,MN,Minnesota,Other,RACE
2016,MS,Mississippi,Asian,RACE
2020,MS,Mississippi,Asian,RACE
2018,MS,Mississippi,Asian,RACE
2018,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2018,MS,Mississippi,Other,RACE
2018,MS,Mississippi,2 or more races,RACE
2018,MS,Mississippi,Hispanic,RACE
2018,MS,Mississippi,American Indian/Alaska Native,RACE
2020,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2020,MS,Mississippi,Other,RACE
2020,MS,Mississippi,2 or more races,RACE
2020,MS,Mississippi,Hispanic,RACE
2020,MS,Mississippi,American Indian/Alaska Native,RACE
2014,MS,Mississippi,Asian,RACE
2017,MS,Mississippi,Other,RACE
2014,MS,Mississippi,2 or more races,RACE
2017,MS,Mississippi,Asian,RACE
2014,MS,Mississippi,Hispanic,RACE
2014,MS,Mississippi,American Indian/Alaska Native,RACE
2015,MS,Mississippi,Hispanic,RACE
2012,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2013,MS,Mississippi,Other,RACE
2013,MS,Mississippi,2 or more races,RACE
2012,MS,Mississippi,American Indian/Alaska Native,RACE
2013,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2011,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2017,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2011,MS,Mississippi,American Indian/Alaska Native,RACE
2014,MS,Mississippi,Other,RACE
2011,MS,Mississippi,Other,RACE
2014,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2017,MS,Mississippi,Hispanic,RACE
2015,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2019,MS,Mississippi,Asian,RACE
2015,MS,Mississippi,American Indian/Alaska Native,RACE
2012,MS,Mississippi,Other,RACE
2019,MS,Mississippi,American Indian/Alaska Native,RACE
2019,MS,Mississippi,Hispanic,RACE
2019,MS,Mississippi,2 or more races,RACE
2019,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2013,MS,Mississippi,American Indian/Alaska Native,RACE
2019,MS,Mississippi,Other,RACE
2011,MS,Mississippi,2 or more races,RACE
2013,MS,Mississippi,Asian,RACE
2015,MS,Mississippi,Other,RACE
2015,MS,Mississippi,2 or more races,RACE
2015,MS,Mississippi,Asian,RACE
2012,MS,Mississippi,Asian,RACE
2011,MS,Mississippi,Asian,RACE
2016,MS,Mississippi,2 or more races,RACE
2016,MS,Mississippi,American Indian/Alaska Native,RACE
2016,MS,Mississippi,Other,RACE
2016,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2021,MS,Mississippi,Asian,RACE
2021,MS,Mississippi,2 or more races,RACE
2021,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2021,MS,Mississippi,American Indian/Alaska Native,RACE
2021,MS,Mississippi,Hispanic,RACE
2021,MS,Mississippi,Other,RACE
2022,MS,Mississippi,2 or more races,RACE
2022,MS,Mississippi,American Indian/Alaska Native,RACE
2022,MS,Mississippi,Asian,RACE
2022,MS,Mississippi,Hawaiian/Pacific Islander,RACE
2022,MS,Mississippi,Other,RACE
2018,MO,Missouri,Hawaiian/Pacific Islander,RACE
2018,MO,Missouri,Asian,RACE
2018,MO,Missouri,Other,RACE
2020,MO,Missouri,Hawaiian/Pacific Islander,RACE
2020,MO,Missouri,Other,RACE
2012,MO,Missouri,Asian,RACE
2011,MO,Missouri,Other,RACE
2012,MO,Missouri,Other,RACE
2015,MO,Missouri,Hawaiian/Pacific Islander,RACE
2017,MO,Missouri,Other,RACE
2012,MO,Missouri,American Indian/Alaska Native,RACE
2015,MO,Missouri,Other,RACE
2017,MO,Missouri,Hawaiian/Pacific Islander,RACE
2014,MO,Missouri,Other,RACE
2014,MO,Missouri,Hawaiian/Pacific Islander,RACE
2019,MO,Missouri,Other,RACE
2019,MO,Missouri,Asian,RACE
2019,MO,Missouri,Hawaiian/Pacific Islander,RACE
2011,MO,Missouri,Hawaiian/Pacific Islander,RACE
2015,MO,Missouri,Asian,RACE
2012,MO,Missouri,Hawaiian/Pacific Islander,RACE
2013,MO,Missouri,American Indian/Alaska Native,RACE
2013,MO,Missouri,Hawaiian/Pacific Islander,RACE
2011,MO,Missouri,Asian,RACE
2013,MO,Missouri,Other,RACE
2013,MO,Missouri,Asian,RACE
2016,MO,Missouri,Hawaiian/Pacific Islander,RACE
2016,MO,Missouri,Other,RACE
2021,MO,Missouri,Hawaiian/Pacific Islander,RACE
2022,MO,Missouri,Other,RACE
2022,MO,Missouri,Hawaiian/Pacific Islander,RACE
2018,MT,Montana,Asian,RACE
2018,MT,Montana,Hawaiian/Pacific Islander,RACE
2018,MT,Montana,Non-Hispanic Black,RACE
2018,MT,Montana,Other,RACE
2014,MT,Montana,Asian,RACE
2020,MT,Montana,Asian,RACE
2020,MT,Montana,Hawaiian/Pacific Islander,RACE
2020,MT,Montana,Non-Hispanic Black,RACE
2020,MT,Montana,Other,RACE
2014,MT,Montana,Other,RACE
2017,MT,Montana,Non-Hispanic Black,RACE
2014,MT,Montana,Non-Hispanic Black,RACE
2017,MT,Montana,Other,RACE
2013,MT,Montana,Non-Hispanic Black,RACE
2011,MT,Montana,Asian,RACE
2013,MT,Montana,Other,RACE
2015,MT,Montana,Other,RACE
2011,MT,Montana,Non-Hispanic Black,RACE
2012,MT,Montana,Hawaiian/Pacific Islander,RACE
2013,MT,Montana,Asian,RACE
2017,MT,Montana,Hawaiian/Pacific Islander,RACE
2014,MT,Montana,Hawaiian/Pacific Islander,RACE
2017,MT,Montana,Asian,RACE
2019,MT,Montana,Other,RACE
2019,MT,Montana,Hawaiian/Pacific Islander,RACE
2015,MT,Montana,Non-Hispanic Black,RACE
2013,MT,Montana,Hawaiian/Pacific Islander,RACE
2019,MT,Montana,Asian,RACE
2019,MT,Montana,Non-Hispanic Black,RACE
2015,MT,Montana,Hawaiian/Pacific Islander,RACE
2012,MT,Montana,Non-Hispanic Black,RACE
2015,MT,Montana,Asian,RACE
2012,MT,Montana,Other,RACE
2011,MT,Montana,Hawaiian/Pacific Islander,RACE
2012,MT,Montana,Asian,RACE
2016,MT,Montana,Non-Hispanic Black,RACE
2016,MT,Montana,Hawaiian/Pacific Islander,RACE
2016,MT,Montana,Asian,RACE
2021,MT,Montana,Asian,RACE
2021,MT,Montana,Other,RACE
2021,MT,Montana,Non-Hispanic Black,RACE
2021,MT,Montana,Hawaiian/Pacific Islander,RACE
2022,MT,Montana,Hawaiian/Pacific Islander,RACE
2022,MT,Montana,Non-Hispanic Black,RACE
2022,MT,Montana,Asian,RACE
2022,MT,Montana,Other,RACE
2022,US,National,Other,RACE
2018,NE,Nebraska,Other,RACE
2018,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2020,NE,Nebraska,Other,RACE
2020,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2017,NE,Nebraska,Other,RACE
2014,NE,Nebraska,Other,RACE
2013,NE,Nebraska,Other,RACE
2013,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2017,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2014,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2019,NE,Nebraska,Other,RACE
2019,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2015,NE,Nebraska,Other,RACE
2012,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2011,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2015,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2016,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2016,NE,Nebraska,Other,RACE
2021,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2021,NE,Nebraska,Other,RACE
2022,NE,Nebraska,Hawaiian/Pacific Islander,RACE
2022,NE,Nebraska,Other,RACE
2018,NV,Nevada,American Indian/Alaska Native,RACE
2018,NV,Nevada,Other,RACE
2018,NV,Nevada,Hawaiian/Pacific Islander,RACE
2020,NV,Nevada,American Indian/Alaska Native,RACE
2020,NV,Nevada,Other,RACE
2020,NV,Nevada,Hawaiian/Pacific Islander,RACE
2017,NV,Nevada,Hawaiian/Pacific Islander,RACE
2017,NV,Nevada,Other,RACE
2014,NV,Nevada,Other,RACE
2014,NV,Nevada,Hawaiian/Pacific Islander,RACE
2019,NV,Nevada,American Indian/Alaska Native,RACE
2019,NV,Nevada,Other,RACE
2015,NV,Nevada,American Indian/Alaska Native,RACE
2013,NV,Nevada,Other,RACE
2019,NV,Nevada,Hawaiian/Pacific Islander,RACE
2011,NV,Nevada,Hawaiian/Pacific Islander,RACE
2015,NV,Nevada,Other,RACE
2015,NV,Nevada,Hawaiian/Pacific Islander,RACE
2013,NV,Nevada,Hawaiian/Pacific Islander,RACE
2012,NV,Nevada,Hawaiian/Pacific Islander,RACE
2016,NV,Nevada,Hawaiian/Pacific Islander,RACE
2021,NV,Nevada,Hawaiian/Pacific Islander,RACE
2021,NV,Nevada,Other,RACE
2021,NV,Nevada,American Indian/Alaska Native,RACE
2022,NV,Nevada,Hawaiian/Pacific Islander,RACE
2022,NV,Nevada,Other,RACE
2022,NV,Nevada,American Indian/Alaska Native,RACE
2018,NH,New Hampshire,American Indian/Alaska Native,RACE
2018,NH,New Hampshire,Non-Hispanic Black,RACE
2018,NH,New Hampshire,Other,RACE
2018,NH,New Hampshire,Asian,RACE
2018,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2020,NH,New Hampshire,American Indian/Alaska Native,RACE
2020,NH,New Hampshire,Non-Hispanic Black,RACE
2020,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2014,NH,New Hampshire,Non-Hispanic Black,RACE
2017,NH,New Hampshire,Other,RACE
2017,NH,New Hampshire,Non-Hispanic Black,RACE
2017,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2013,NH,New Hampshire,Non-Hispanic Black,RACE
2013,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2015,NH,New Hampshire,Other,RACE
2011,NH,New Hampshire,American Indian/Alaska Native,RACE
2011,NH,New Hampshire,2 or more races,RACE
2012,NH,New Hampshire,Other,RACE
2012,NH,New Hampshire,American Indian/Alaska Native,RACE
2014,NH,New Hampshire,American Indian/Alaska Native,RACE
2014,NH,New Hampshire,Other,RACE
2017,NH,New Hampshire,American Indian/Alaska Native,RACE
2014,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2015,NH,New Hampshire,Non-Hispanic Black,RACE
2019,NH,New Hampshire,2 or more races,RACE
2019,NH,New Hampshire,Non-Hispanic Black,RACE
2019,NH,New Hampshire,American Indian/Alaska Native,RACE
2011,NH,New Hampshire,Asian,RACE
2019,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2019,NH,New Hampshire,Asian,RACE
2012,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2013,NH,New Hampshire,American Indian/Alaska Native,RACE
2015,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2013,NH,New Hampshire,Asian,RACE
2011,NH,New Hampshire,Non-Hispanic Black,RACE
2011,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2015,NH,New Hampshire,American Indian/Alaska Native,RACE
2012,NH,New Hampshire,Non-Hispanic Black,RACE
2016,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2016,NH,New Hampshire,American Indian/Alaska Native,RACE
2016,NH,New Hampshire,Other,RACE
2016,NH,New Hampshire,Non-Hispanic Black,RACE
2021,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2021,NH,New Hampshire,Non-Hispanic Black,RACE
2021,NH,New Hampshire,American Indian/Alaska Native,RACE
2022,NH,New Hampshire,Hawaiian/Pacific Islander,RACE
2022,NH,New Hampshire,Other,RACE
2022,NH,New Hampshire,American Indian/Alaska Native,RACE
2022,NH,New Hampshire,Non-Hispanic Black,RACE
2018,NJ,New Jersey,American Indian/Alaska Native,RACE
2018,NJ,New Jersey,2 or more races,RACE
2018,NJ,New Jersey,Other,RACE
2018,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2020,NJ,New Jersey,American Indian/Alaska Native,RACE
2020,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2014,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2012,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2017,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2015,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2015,NJ,New Jersey,American Indian/Alaska Native,RACE
2011,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2013,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2016,NJ,New Jersey,American Indian/Alaska Native,RACE
2016,NJ,New Jersey,Other,RACE
2016,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2021,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2021,NJ,New Jersey,American Indian/Alaska Native,RACE
2022,NJ,New Jersey,Hawaiian/Pacific Islander,RACE
2022,NJ,New Jersey,Other,RACE
2022,NJ,New Jersey,American Indian/Alaska Native,RACE
2020,NM,New Mexico,Asian,RACE
2018,NM,New Mexico,Asian,RACE
2018,NM,New Mexico,Other,RACE
2018,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2020,NM,New Mexico,Other,RACE
2020,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2017,NM,New Mexico,Other,RACE
2014,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2017,NM,New Mexico,Asian,RACE
2017,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2011,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2012,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2019,NM,New Mexico,Asian,RACE
2019,NM,New Mexico,Other,RACE
2015,NM,New Mexico,Other,RACE
2015,NM,New Mexico,Asian,RACE
2019,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2015,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2013,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2016,NM,New Mexico,Other,RACE
2016,NM,New Mexico,Asian,RACE
2016,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2021,NM,New Mexico,Other,RACE
2021,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2022,NM,New Mexico,Asian,RACE
2022,NM,New Mexico,2 or more races,RACE
2022,NM,New Mexico,Hawaiian/Pacific Islander,RACE
2022,NM,New Mexico,Other,RACE
2020,NY,New York,Hawaiian/Pacific Islander,RACE
2011,NY,New York,Other,RACE
2014,NY,New York,Other,RACE
2017,NY,New York,Other,RACE
2014,NY,New York,American Indian/Alaska Native,RACE
2014,NY,New York,Hawaiian/Pacific Islander,RACE
2017,NY,New York,Hawaiian/Pacific Islander,RACE
2013,NY,New York,Hawaiian/Pacific Islander,RACE
2019,NY,New York,Hawaiian/Pacific Islander,RACE
2013,NY,New York,Other,RACE
2011,NY,New York,American Indian/Alaska Native,RACE
2012,NY,New York,American Indian/Alaska Native,RACE
2015,NY,New York,Other,RACE
2015,NY,New York,Hawaiian/Pacific Islander,RACE
2011,NY,New York,Hawaiian/Pacific Islander,RACE
2012,NY,New York,Other,RACE
2012,NY,New York,Hawaiian/Pacific Islander,RACE
2016,NY,New York,Other,RACE
2021,NY,New York,Hawaiian/Pacific Islander,RACE
2022,NY,New York,Hawaiian/Pacific Islander,RACE
2022,NY,New York,Other,RACE
2018,NC,North Carolina,Other,RACE
2018,NC,North Carolina,Asian,RACE
2018,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2020,NC,North Carolina,Other,RACE
2020,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2017,NC,North Carolina,Other,RACE
2017,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2014,NC,North Carolina,Other,RACE
2011,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2013,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2015,NC,North Carolina,Other,RACE
2014,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2017,NC,North Carolina,Asian,RACE
2015,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2019,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2019,NC,North Carolina,Other,RACE
2012,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2013,NC,North Carolina,Other,RACE
2016,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2016,NC,North Carolina,Other,RACE
2021,NC,North Carolina,Other,RACE
2021,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2022,NC,North Carolina,Hawaiian/Pacific Islander,RACE
2022,NC,North Carolina,Other,RACE
2018,ND,North Dakota,Asian,RACE
2018,ND,North Dakota,Other,RACE
2018,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2020,ND,North Dakota,Non-Hispanic Black,RACE
2020,ND,North Dakota,Asian,RACE
2020,ND,North Dakota,Other,RACE
2020,ND,North Dakota,2 or more races,RACE
2020,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2014,ND,North Dakota,Asian,RACE
2014,ND,North Dakota,Non-Hispanic Black,RACE
2014,ND,North Dakota,2 or more races,RACE
2017,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2017,ND,North Dakota,Asian,RACE
2011,ND,North Dakota,Asian,RACE
2015,ND,North Dakota,Other,RACE
2012,ND,North Dakota,Non-Hispanic Black,RACE
2015,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2013,ND,North Dakota,Other,RACE
2015,ND,North Dakota,Asian,RACE
2017,ND,North Dakota,Other,RACE
2014,ND,North Dakota,Other,RACE
2013,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2014,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2019,ND,North Dakota,Asian,RACE
2019,ND,North Dakota,Other,RACE
2011,ND,North Dakota,Non-Hispanic Black,RACE
2019,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2011,ND,North Dakota,Other,RACE
2015,ND,North Dakota,Non-Hispanic Black,RACE
2019,ND,North Dakota,Non-Hispanic Black,RACE
2012,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2013,ND,North Dakota,Asian,RACE
2012,ND,North Dakota,2 or more races,RACE
2015,ND,North Dakota,Hispanic,RACE
2012,ND,North Dakota,Other,RACE
2013,ND,North Dakota,Non-Hispanic Black,RACE
2012,ND,North Dakota,Asian,RACE
2011,ND,North Dakota,2 or more races,RACE
2013,ND,North Dakota,2 or more races,RACE
2011,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2016,ND,North Dakota,Other,RACE
2016,ND,North Dakota,Asian,RACE
2016,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2016,ND,North Dakota,Non-Hispanic Black,RACE
2021,ND,North Dakota,Other,RACE
2021,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2021,ND,North Dakota,Asian,RACE
2022,ND,North Dakota,Other,RACE
2022,ND,North Dakota,Asian,RACE
2022,ND,North Dakota,Hawaiian/Pacific Islander,RACE
2018,OH,Ohio,Hawaiian/Pacific Islander,RACE
2018,OH,Ohio,Other,RACE
2020,OH,Ohio,Hawaiian/Pacific Islander,RACE
2017,OH,Ohio,Other,RACE
2017,OH,Ohio,Hawaiian/Pacific Islander,RACE
2014,OH,Ohio,Hawaiian/Pacific Islander,RACE
2019,OH,Ohio,Hawaiian/Pacific Islander,RACE
2019,OH,Ohio,Other,RACE
2015,OH,Ohio,Other,RACE
2013,OH,Ohio,Hawaiian/Pacific Islander,RACE
2012,OH,Ohio,Hawaiian/Pacific Islander,RACE
2015,OH,Ohio,Hawaiian/Pacific Islander,RACE
2011,OH,Ohio,Hawaiian/Pacific Islander,RACE
2016,OH,Ohio,Other,RACE
2016,OH,Ohio,Hawaiian/Pacific Islander,RACE
2021,OH,Ohio,Hawaiian/Pacific Islander,RACE
2022,OH,Ohio,Hawaiian/Pacific Islander,RACE
2022,OH,Ohio,Other,RACE
2018,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2018,OK,Oklahoma,Other,RACE
2020,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2020,OK,Oklahoma,Other,RACE
2020,OK,Oklahoma,Asian,RACE
2017,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2014,OK,Oklahoma,Other,RACE
2014,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2017,OK,Oklahoma,Other,RACE
2012,OK,Oklahoma,Other,RACE
2015,OK,Oklahoma,Asian,RACE
2013,OK,Oklahoma,Other,RACE
2019,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2019,OK,Oklahoma,Other,RACE
2015,OK,Oklahoma,Other,RACE
2011,OK,Oklahoma,Other,RACE
2012,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2011,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2015,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2013,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2016,OK,Oklahoma,Other,RACE
2016,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2021,OK,Oklahoma,Other,RACE
2021,OK,Oklahoma,Asian,RACE
2021,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2022,OK,Oklahoma,Hawaiian/Pacific Islander,RACE
2022,OK,Oklahoma,Other,RACE
2018,OR,Oregon,Other,RACE
2018,OR,Oregon,Hawaiian/Pacific Islander,RACE
2020,OR,Oregon,Other,RACE
2020,OR,Oregon,Hawaiian/Pacific Islander,RACE
2017,OR,Oregon,Hawaiian/Pacific Islander,RACE
2014,OR,Oregon,Non-Hispanic Black,RACE
2014,OR,Oregon,Other,RACE
2014,OR,Oregon,American Indian/Alaska Native,RACE
2011,OR,Oregon,Non-Hispanic Black,RACE
2013,OR,Oregon,American Indian/Alaska Native,RACE
2014,OR,Oregon,Hawaiian/Pacific Islander,RACE
2017,OR,Oregon,Other,RACE
2015,OR,Oregon,Other,RACE
2019,OR,Oregon,Other,RACE
2019,OR,Oregon,Hawaiian/Pacific Islander,RACE
2013,OR,Oregon,Hawaiian/Pacific Islander,RACE
2012,OR,Oregon,Other,RACE
2015,OR,Oregon,Hawaiian/Pacific Islander,RACE
2013,OR,Oregon,Non-Hispanic Black,RACE
2015,OR,Oregon,Non-Hispanic Black,RACE
2012,OR,Oregon,American Indian/Alaska Native,RACE
2012,OR,Oregon,Hawaiian/Pacific Islander,RACE
2011,OR,Oregon,Hawaiian/Pacific Islander,RACE
2012,OR,Oregon,Non-Hispanic Black,RACE
2011,OR,Oregon,American Indian/Alaska Native,RACE
2013,OR,Oregon,Other,RACE
2016,OR,Oregon,Non-Hispanic Black,RACE
2016,OR,Oregon,American Indian/Alaska Native,RACE
2016,OR,Oregon,Other,RACE
2016,OR,Oregon,Hawaiian/Pacific Islander,RACE
2021,OR,Oregon,Hawaiian/Pacific Islander,RACE
2021,OR,Oregon,Other,RACE
2022,OR,Oregon,American Indian/Alaska Native,RACE
2022,OR,Oregon,Other,RACE
2022,OR,Oregon,Hawaiian/Pacific Islander,RACE
2018,PA,Pennsylvania,Other,RACE
2018,PA,Pennsylvania,Hawaiian/Pacific Islander,RACE
2018,PA,Pennsylvania,American Indian/Alaska Native,RACE
2020,PA,Pennsylvania,Other,RACE
