YearStart,LocationAbbr,LocationDesc,Data_Value,QuestionID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2022,CT,Connecticut,32.1,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,DE,Delaware,34.3,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,DC,District of Columbia,16.5,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,FL,Florida,28.1,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,GA,Georgia,36.3,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,GU,Guam,41.1,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,HI,Hawaii,26.2,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,ID,Idaho,29.4,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,IL,Illinois,30.0,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,IN,Indiana,38.3,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,IA,Iowa,37.2,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,KS,Kansas,37.2,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,KY,Kentucky,38.7,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,LA,Louisiana,38.6,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,ME,Maine,35.5,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,MD,Maryland,31.8,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,MA,Massachusetts,26.6,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,MI,Michigan,33.2,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,MN,Minnesota,33.0,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,MS,Mississippi,43.3,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,MO,Missouri,34.2,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,MT,Montana,30.2,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,US,National,32.2,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,NE,Nebraska,29.3,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,NV,Nevada,33.7,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,NH,New Hampshire,26.6,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,NJ,New Jersey,28.9,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,NM,New Mexico,37.7,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,NY,New York,26.7,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,NC,North Carolina,32.7,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,ND,North Dakota,31.0,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,OH,Ohio,34.3,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,OK,Oklahoma,42.7,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,OR,Oregon,30.0,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,PA,Pennsylvania,30.4,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,PR,Puerto Rico,36.0,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,RI,Rhode Island,30.8,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,SC,South Carolina,36.8,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,SD,South Dakota,42.1,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,TN,Tennessee,43.5,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,TX,Texas,32.9,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,UT,Utah,30.9,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,VT,Vermont,26.1,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,VI,Virgin Islands,22.4,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,VA,Virginia,33.3,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,WA,Washington,32.3,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,WV,West Virginia,42.0,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,WI,Wisconsin,36.8,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,WY,Wyoming,39.0,Q036,Age (years),25 - 34,AGEYR,AGEYR2534
2022,AL,Alabama,43.2,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,AK,Alaska,36.0,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,AZ,Arizona,34.9,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,AR,Arkansas,40.0,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,CA,California,34.8,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,CO,Colorado,25.3,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,CT,Connecticut,32.8,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,DE,Delaware,42.4,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,DC,District of Columbia,24.6,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,FL,Florida,35.8,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,GA,Georgia,44.0,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,GU,Guam,40.1,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,HI,Hawaii,33.9,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,ID,Idaho,38.2,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,IL,Illinois,32.3,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,IN,Indiana,44.0,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,IA,Iowa,41.3,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,KS,Kansas,42.6,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,KY,Kentucky,43.8,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,LA,Louisiana,47.0,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,ME,Maine,34.2,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,MD,Maryland,38.9,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,MA,Massachusetts,28.2,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,MI,Michigan,38.9,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,MN,Minnesota,35.6,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,MS,Mississippi,41.9,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,MO,Missouri,41.6,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,MT,Montana,34.6,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,US,National,37.4,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,NE,Nebraska,41.5,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,NV,Nevada,39.4,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,NH,New Hampshire,34.5,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,NJ,New Jersey,31.9,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,NM,New Mexico,37.8,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,NY,New York,35.1,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,NC,North Carolina,35.7,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,ND,North Dakota,42.4,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,OH,Ohio,44.2,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,OK,Oklahoma,45.5,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,OR,Oregon,34.9,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,PA,Pennsylvania,35.5,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,PR,Puerto Rico,41.9,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,RI,Rhode Island,32.0,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,SC,South Carolina,40.2,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,SD,South Dakota,41.5,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,TN,Tennessee,41.4,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,TX,Texas,39.0,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,UT,Utah,34.7,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,VT,Vermont,29.8,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,VI,Virgin Islands,30.2,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,VA,Virginia,41.1,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,WA,Washington,33.1,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,WV,West Virginia,44.0,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,WI,Wisconsin,44.1,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,WY,Wyoming,35.2,Q036,Age (years),35 - 44,AGEYR,AGEYR3544
2022,AL,Alabama,48.1,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,AK,Alaska,41.8,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
