YearStart,LocationAbbr,LocationDesc,Data_Value,QuestionID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2022,AL,Alabama,37.8,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,AK,Alaska,40.9,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,AZ,Arizona,36.7,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,AR,Arkansas,37.4,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,CA,California,37.0,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,CO,Colorado,37.2,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,CT,Connecticut,37.5,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,DE,Delaware,36.7,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,DC,District of Columbia,32.7,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,FL,Florida,37.2,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,GA,Georgia,37.1,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,GU,Guam,38.8,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,HI,Hawaii,34.4,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,ID,Idaho,38.0,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,IL,Illinois,35.5,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,IN,Indiana,35.7,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,IA,Iowa,37.0,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,KS,Kansas,36.9,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,KY,Kentucky,36.6,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,LA,Louisiana,37.8,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,ME,Maine,36.4,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,MD,Maryland,38.2,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,MA,Massachusetts,36.0,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,MI,Michigan,35.5,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,MN,Minnesota,36.7,Q037,Education,College graduate,EDU,EDUCOGRAD
2022,MS,Mississippi,35.9,Q037,Education,College graduate,EDU,EDUCOGRAD
