YearStart,LocationAbbr,LocationDesc,Data_Value,QuestionID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2022,AL,Alabama,31.0,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,AK,Alaska,27.7,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,AZ,Arizona,22.7,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,AR,Arkansas,24.8,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,CA,California,25.4,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,CO,Colorado,23.7,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,CT,Connecticut,25.6,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,DE,Delaware,23.7,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,DC,District of Columbia,20.8,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,FL,Florida,25.3,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,GA,Georgia,22.8,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,GU,Guam,28.5,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,HI,Hawaii,24.1,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,ID,Idaho,23.9,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,IL,Illinois,21.8,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,IN,Indiana,23.4,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,IA,Iowa,24.7,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,KS,Kansas,22.5,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,KY,Kentucky,25.7,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,LA,Louisiana,27.1,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,ME,Maine,22.7,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,MD,Maryland,21.9,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,MA,Massachusetts,27.3,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,MI,Michigan,23.1,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,MN,Minnesota,25.9,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,MS,Mississippi,25.7,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,MO,Missouri,26.4,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,MT,Montana,26.8,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,US,National,25.6,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
2022,NE,Nebraska,27.0,Q037,Age (years),18 - 24,AGEYR,AGEYR1824
